sample,cpu_usage,active_workers
2134,40,4
2135,40,4
2136,40,4
2137,40,4
2138,40,4
2139,40,4
2140,40,4
2141,40,4
2142,40,4
2143,40,4
2144,40,4
2145,40,4
2146,40,4
2147,40,4
2148,40,4
2149,40,4
2150,40,4
2151,40,4
2152,40,4
2153,40,4
2154,40,4
2155,40,4
2156,40,4
2157,40,4
2158,40,4
2159,40,4
2160,40,4
2161,40,4
2162,40,4
2163,40,4
2164,40,4
2165,40,4
2166,40,4
2167,40,4
2168,40,4
2169,40,4
2170,90,4
2171,90,4
2172,90,4
2173,90,4
2174,90,4
2175,90,4
2176,90,4
2177,90,4
2178,90,4
2179,90,4
2180,90,4
2181,90,4
2182,90,4
2183,90,4
2184,90,4
2185,90,4
2186,90,4
2187,90,4
2188,90,4
2189,90,4
2190,90,4
2191,90,4
2192,90,4
2193,90,4
2194,90,4
2195,90,4
2196,90,4
2197,90,4
2198,90,4
2199,90,4
2200,90,4
2201,90,4
2202,90,4
2203,90,4
2204,90,4
2205,90,4
2206,90,4
2207,90,4
2208,90,4
2209,65,4
2210,65,4
2211,65,4
2212,65,4
2213,65,4
2214,65,4
2215,65,4
2216,65,4
2217,65,4
2218,65,4
2219,65,4
2220,65,4
2221,65,4
2222,65,4
2223,65,4
2224,65,4
2225,65,4
2226,65,4
2227,65,4
2228,65,4
2229,70,2
2230,70,2
2231,70,2
2232,70,2
2233,70,2
2234,70,2
2235,70,2
2236,70,2
2237,70,2
2238,70,2
2239,70,2
2240,70,2
2241,70,2
2242,70,2
2243,70,2
2244,70,2
2245,70,2
2246,70,2
2247,70,2
2248,70,2
2249,90,4
2250,90,4
2251,90,4
2252,90,4
2253,90,4
2254,90,4
2255,90,4
2256,90,4
2257,90,4
2258,90,4
2259,90,4
2260,90,4
2261,90,4
2262,90,4
2263,90,4
2264,90,4
2265,90,4
2266,90,4
2267,90,4
2268,65,4
2269,65,4
2270,65,4
2271,65,4
2272,65,4
2273,65,4
2274,65,4
2275,65,4
2276,65,4
2277,65,4
2278,65,4
2279,65,4
2280,65,4
2281,65,4
2282,65,4
2283,65,4
2284,65,4
2285,65,4
2286,65,4
2287,90,4
2288,65,4
2289,65,4
2290,65,4
2291,65,4
2292,65,4
2293,65,4
2294,65,4
2295,65,4
2296,65,4
2297,65,4
2298,65,4
2299,65,4
2300,65,4
2301,65,4
2302,65,4
2303,65,4
2304,65,4
2305,65,4
2306,65,4
2307,70,2
2308,70,2
2309,70,2
2310,70,2
2311,70,2
2312,70,2
2313,70,2
2314,70,2
2315,70,2
2316,70,2
2317,70,2
2318,70,2
2319,70,2
2320,70,2
2321,70,2
2322,70,2
2323,70,2
2324,70,2
2325,70,2
2326,70,2
2327,90,4
2328,90,4
2329,90,4
2330,90,4
2331,90,4
2332,90,4
2333,90,4
2334,90,4
2335,90,4
2336,90,4
2337,90,4
2338,90,4
2339,90,4
2340,90,4
2341,90,4
2342,90,4
2343,90,4
2344,90,4
2345,90,4
2346,40,4
2347,40,4
2348,40,4
2349,40,4
2350,40,4
2351,40,4
2352,40,4
2353,40,4
2354,40,4
2355,40,4
2356,40,4
2357,40,4
2358,40,4
2359,40,4
2360,40,4
2361,40,4
2362,40,4
2363,40,4
2364,40,4
2365,40,4
2366,65,4
2367,65,4
2368,65,4
2369,65,4
2370,65,4
2371,65,4
2372,65,4
2373,65,4
2374,65,4
2375,65,4
2376,65,4
2377,65,4
2378,65,4
2379,65,4
2380,65,4
2381,65,4
2382,65,4
2383,65,4
2384,65,4
2385,65,4
2386,40,4
2387,40,4
2388,40,4
2389,40,4
2390,40,4
2391,40,4
2392,40,4
2393,40,4
2394,40,4
2395,40,4
2396,40,4
2397,40,4
2398,40,4
2399,40,4
2400,40,4
2401,40,4
2402,40,4
2403,40,4
2404,40,4
2405,40,4
2406,90,4
2407,90,4
2408,90,4
2409,90,4
2410,90,4
2411,90,4
2412,90,4
2413,90,4
2414,90,4
2415,90,4
2416,90,4
2417,90,4
2418,90,4
2419,90,4
2420,90,4
2421,90,4
2422,90,4
2423,90,4
2424,90,4
2425,90,4
2426,90,4
2427,90,4
2428,90,4
2429,90,4
2430,90,4
2431,90,4
2432,90,4
2433,90,4
2434,90,4
2435,90,4
2436,90,4
2437,90,4
2438,90,4
2439,90,4
2440,90,4
2441,90,4
2442,90,4
2443,90,4
2444,90,4
2445,65,4
2446,65,4
2447,65,4
2448,65,4
2449,65,4
2450,65,4
2451,65,4
2452,65,4
2453,65,4
2454,65,4
2455,65,4
2456,65,4
2457,65,4
2458,65,4
2459,65,4
2460,65,4
2461,65,4
2462,65,4
2463,65,4
2464,65,4
2465,65,4
2466,65,4
2467,65,4
2468,65,4
2469,65,4
2470,65,4
2471,65,4
2472,65,4
2473,65,4
2474,65,4
2475,65,4
2476,65,4
2477,65,4
2478,65,4
2479,65,4
2480,65,4
2481,65,4
2482,65,4
2483,65,4
2484,90,4
2485,90,4
2486,90,4
2487,90,4
2488,90,4
2489,90,4
2490,90,4
2491,90,4
2492,90,4
2493,90,4
2494,90,4
2495,90,4
2496,90,4
2497,90,4
2498,90,4
2499,90,4
2500,90,4
2501,90,4
2502,90,4
2503,90,4
2504,90,4
2505,90,4
2506,90,4
2507,90,4
2508,90,4
2509,90,4
2510,90,4
2511,90,4
2512,90,4
2513,90,4
2514,90,4
2515,90,4
2516,90,4
2517,90,4
2518,90,4
2519,90,4
2520,90,4
2521,90,4
2522,90,4
2523,90,4
2524,65,4
2525,65,4
2526,65,4
2527,65,4
2528,65,4
2529,65,4
2530,65,4
2531,65,4
2532,65,4
2533,65,4
2534,65,4
2535,65,4
2536,65,4
2537,65,4
2538,65,4
2539,65,4
2540,65,4
2541,65,4
2542,65,4
2543,70,2
2544,70,2
2545,70,2
2546,70,2
2547,70,2
2548,70,2
2549,70,2
2550,70,2
2551,70,2
2552,70,2
2553,70,2
2554,70,2
2555,70,2
2556,70,2
2557,70,2
2558,70,2
2559,70,2
2560,70,2
2561,70,2
2562,70,2
2563,80,3
2564,80,3
2565,80,3
2566,80,3
2567,80,3
2568,80,3
2569,80,3
2570,80,3
2571,80,3
2572,80,3
2573,80,3
2574,80,3
2575,80,3
2576,80,3
2577,80,3
2578,80,3
2579,80,3
2580,80,3
2581,80,3
2582,80,3
2583,65,4
2584,65,4
2585,65,4
2586,65,4
2587,65,4
2588,65,4
2589,65,4
2590,65,4
2591,65,4
2592,65,4
2593,65,4
2594,65,4
2595,65,4
2596,65,4
2597,65,4
2598,65,4
2599,65,4
2600,65,4
2601,65,4
2602,65,4
2603,65,4
2604,65,4
2605,65,4
2606,65,4
2607,65,4
2608,65,4
2609,65,4
2610,65,4
2611,65,4
2612,65,4
2613,65,4
2614,65,4
2615,65,4
2616,65,4
2617,65,4
2618,65,4
2619,65,4
2620,65,4
2621,65,4
2622,40,4
2623,40,4
2624,40,4
2625,40,4
2626,40,4
2627,40,4
2628,40,4
2629,40,4
2630,40,4
2631,40,4
2632,40,4
2633,40,4
2634,40,4
2635,40,4
2636,40,4
2637,40,4
2638,40,4
2639,40,4
2640,40,4
2641,40,4
2642,65,4
2643,65,4
2644,65,4
2645,65,4
2646,65,4
2647,65,4
2648,65,4
2649,65,4
2650,65,4
2651,65,4
2652,65,4
2653,65,4
2654,65,4
2655,65,4
2656,65,4
2657,65,4
2658,65,4
2659,65,4
2660,65,4
2661,65,4
2662,90,4
2663,90,4
2664,90,4
2665,90,4
2666,90,4
2667,90,4
2668,90,4
2669,90,4
2670,90,4
2671,90,4
2672,90,4
2673,90,4
2674,90,4
2675,90,4
2676,90,4
2677,90,4
2678,90,4
2679,90,4
2680,90,4
2681,90,4
2682,40,4
2683,40,4
2684,40,4
2685,40,4
2686,40,4
2687,40,4
2688,40,4
2689,40,4
2690,40,4
2691,40,4
2692,40,4
2693,40,4
2694,40,4
2695,40,4
2696,40,4
2697,40,4
2698,40,4
2699,40,4
2700,40,4
2701,65,4
2702,65,4
2703,65,4
2704,65,4
2705,65,4
2706,65,4
2707,65,4
2708,65,4
2709,65,4
2710,65,4
2711,65,4
2712,65,4
2713,65,4
2714,65,4
2715,65,4
2716,65,4
2717,65,4
2718,65,4
2719,65,4
2720,65,4
2721,65,4
2722,65,4
2723,65,4
2724,65,4
2725,65,4
2726,65,4
2727,65,4
2728,65,4
2729,65,4
2730,65,4
2731,65,4
2732,65,4
2733,65,4
2734,65,4
2735,65,4
2736,65,4
2737,65,4
2738,65,4
2739,65,4
2740,90,4
2741,90,4
2742,90,4
2743,90,4
2744,90,4
2745,90,4
2746,90,4
2747,90,4
2748,90,4
2749,90,4
2750,90,4
2751,90,4
2752,90,4
2753,90,4
2754,90,4
2755,90,4
2756,90,4
2757,90,4
2758,90,4
2759,90,4
2760,40,4
2761,40,4
2762,40,4
2763,40,4
2764,40,4
2765,40,4
2766,40,4
2767,40,4
2768,40,4
2769,40,4
2770,40,4
2771,40,4
2772,40,4
2773,40,4
2774,40,4
2775,40,4
2776,40,4
2777,40,4
2778,40,4
2779,40,4
2780,40,4
2781,40,4
2782,40,4
2783,40,4
2784,40,4
2785,40,4
2786,40,4
2787,40,4
2788,40,4
2789,40,4
2790,40,4
2791,40,4
2792,40,4
2793,40,4
2794,40,4
2795,40,4
2796,40,4
2797,40,4
2798,40,4
2799,40,4
2800,65,4
2801,65,4
2802,65,4
2803,65,4
2804,65,4
2805,65,4
2806,65,4
2807,65,4
2808,65,4
2809,65,4
2810,65,4
2811,65,4
2812,65,4
2813,65,4
2814,65,4
2815,65,4
2816,65,4
2817,65,4
2818,65,4
2819,90,4
2820,90,4
2821,90,4
2822,90,4
2823,90,4
2824,90,4
2825,90,4
2826,90,4
2827,90,4
2828,90,4
2829,90,4
2830,90,4
2831,90,4
2832,90,4
2833,90,4
2834,90,4
2835,90,4
2836,90,4
2837,90,4
2838,90,4
2839,70,2
2840,70,2
2841,70,2
2842,70,2
2843,70,2
2844,70,2
2845,70,2
2846,70,2
2847,70,2
2848,70,2
2849,70,2
2850,70,2
2851,70,2
2852,70,2
2853,70,2
2854,70,2
2855,70,2
2856,70,2
2857,70,2
2858,70,2
2859,80,3
2860,80,3
2861,80,3
2862,80,3
2863,80,3
2864,80,3
2865,80,3
2866,80,3
2867,80,3
2868,80,3
2869,80,3
2870,80,3
2871,80,3
2872,80,3
2873,80,3
2874,80,3
2875,80,3
2876,80,3
2877,80,3
2878,90,4
2879,90,4
2880,90,4
2881,90,4
2882,90,4
2883,90,4
2884,90,4
2885,90,4
2886,90,4
2887,90,4
2888,90,4
2889,90,4
2890,90,4
2891,90,4
2892,90,4
2893,90,4
2894,90,4
2895,90,4
2896,90,4
2897,90,4
2898,90,4
2899,90,4
2900,90,4
2901,90,4
2902,90,4
2903,90,4
2904,90,4
2905,90,4
2906,90,4
2907,90,4
2908,90,4
2909,90,4
2910,90,4
2911,90,4
2912,90,4
2913,90,4
2914,90,4
2915,90,4
2916,90,4
2917,90,4
2918,40,4
2919,40,4
2920,40,4
2921,40,4
2922,40,4
2923,40,4
2924,40,4
2925,40,4
2926,40,4
2927,40,4
2928,40,4
2929,40,4
2930,40,4
2931,40,4
2932,40,4
2933,40,4
2934,40,4
2935,40,4
2936,40,4
2937,65,4
2938,65,4
2939,65,4
2940,65,4
2941,65,4
2942,65,4
2943,65,4
2944,65,4
2945,65,4
2946,65,4
2947,65,4
2948,65,4
2949,65,4
2950,65,4
2951,65,4
2952,65,4
2953,65,4
2954,65,4
2955,65,4
2956,65,4
2957,40,4
2958,40,4
2959,40,4
2960,40,4
2961,40,4
2962,40,4
2963,40,4
2964,40,4
2965,40,4
2966,40,4
2967,40,4
2968,40,4
2969,40,4
2970,40,4
2971,40,4
2972,40,4
2973,40,4
2974,40,4
2975,40,4
2976,65,4
2977,65,4
2978,65,4
2979,65,4
2980,65,4
2981,65,4
2982,65,4
2983,65,4
2984,65,4
2985,65,4
2986,65,4
2987,65,4
2988,65,4
2989,65,4
2990,65,4
2991,65,4
2992,65,4
2993,65,4
2994,65,4
2995,65,4
2996,40,4
2997,40,4
2998,40,4
2999,40,4
3000,40,4
3001,40,4
3002,40,4
3003,40,4
3004,40,4
3005,40,4
3006,40,4
3007,40,4
3008,40,4
3009,40,4
3010,40,4
3011,40,4
3012,40,4
3013,40,4
3014,40,4
3015,40,4
3016,65,4
3017,65,4
3018,65,4
3019,65,4
3020,65,4
3021,65,4
3022,65,4
3023,65,4
3024,65,4
3025,65,4
3026,65,4
3027,65,4
3028,65,4
3029,65,4
3030,65,4
3031,65,4
3032,65,4
3033,65,4
3034,65,4
3035,65,4
3036,90,4
3037,90,4
3038,90,4
3039,90,4
3040,90,4
3041,90,4
3042,90,4
3043,90,4
3044,90,4
3045,90,4
3046,90,4
3047,90,4
3048,90,4
3049,90,4
3050,90,4
3051,90,4
3052,90,4
3053,90,4
3054,90,4
3055,65,4
3056,65,4
3057,65,4
3058,65,4
3059,65,4
3060,65,4
3061,65,4
3062,65,4
3063,65,4
3064,65,4
3065,65,4
3066,65,4
3067,65,4
3068,65,4
3069,65,4
3070,65,4
3071,65,4
3072,65,4
3073,65,4
3074,40,4
3075,65,4
3076,65,4
3077,65,4
3078,65,4
3079,65,4
3080,65,4
3081,65,4
3082,65,4
3083,65,4
3084,65,4
3085,65,4
3086,65,4
3087,65,4
3088,65,4
3089,65,4
3090,65,4
3091,65,4
3092,65,4
3093,65,4
3094,65,4
3095,65,4
3096,65,4
3097,65,4
3098,65,4
3099,65,4
3100,65,4
3101,65,4
3102,65,4
3103,65,4
3104,65,4
3105,65,4
3106,65,4
3107,65,4
3108,65,4
3109,65,4
3110,65,4
3111,65,4
3112,65,4
3113,65,4
3114,40,4
3115,40,4
3116,40,4
3117,40,4
3118,40,4
3119,40,4
3120,40,4
3121,40,4
3122,40,4
3123,40,4
3124,40,4
3125,40,4
3126,40,4
3127,40,4
3128,40,4
3129,40,4
3130,40,4
3131,40,4
3132,40,4
3133,40,4
3134,65,4
3135,65,4
3136,65,4
3137,65,4
3138,65,4
3139,65,4
3140,65,4
3141,65,4
3142,65,4
3143,65,4
3144,65,4
3145,65,4
3146,65,4
3147,65,4
3148,65,4
3149,65,4
3150,65,4
3151,65,4
3152,65,4
3153,90,4
3154,90,4
3155,90,4
3156,90,4
3157,90,4
3158,90,4
3159,90,4
3160,90,4
3161,90,4
3162,90,4
3163,90,4
3164,90,4
3165,90,4
3166,90,4
3167,90,4
3168,90,4
3169,90,4
3170,90,4
3171,90,4
3172,90,4
3173,40,4
3174,40,4
3175,40,4
3176,40,4
3177,40,4
3178,40,4
3179,40,4
3180,40,4
3181,40,4
3182,40,4
3183,40,4
3184,40,4
3185,40,4
3186,40,4
3187,40,4
3188,40,4
3189,40,4
3190,40,4
3191,40,4
3192,40,4
3193,40,4
3194,40,4
3195,40,4
3196,40,4
3197,40,4
3198,40,4
3199,40,4
3200,40,4
3201,40,4
3202,40,4
3203,40,4
3204,40,4
3205,40,4
3206,40,4
3207,40,4
3208,40,4
3209,40,4
3210,40,4
3211,40,4
3212,65,4
3213,65,4
3214,65,4
3215,65,4
3216,65,4
3217,65,4
3218,65,4
3219,65,4
3220,65,4
3221,65,4
3222,65,4
3223,65,4
3224,65,4
3225,65,4
3226,65,4
3227,65,4
3228,65,4
3229,65,4
3230,65,4
3231,65,4
3232,65,4
3233,65,4
3234,65,4
3235,65,4
3236,65,4
3237,65,4
3238,65,4
3239,65,4
3240,65,4
3241,65,4
3242,65,4
3243,65,4
3244,65,4
3245,65,4
3246,65,4
3247,65,4
3248,65,4
3249,65,4
3250,65,4
3251,65,4
3252,40,4
3253,40,4
3254,40,4
3255,40,4
3256,40,4
3257,40,4
3258,40,4
3259,40,4
3260,40,4
3261,40,4
3262,40,4
3263,40,4
3264,40,4
3265,40,4
3266,40,4
3267,40,4
3268,40,4
3269,40,4
3270,40,4
3271,90,4
3272,90,4
3273,90,4
3274,90,4
3275,90,4
3276,90,4
3277,90,4
3278,90,4
3279,90,4
3280,90,4
3281,90,4
3282,90,4
3283,90,4
3284,90,4
3285,90,4
3286,90,4
3287,90,4
3288,90,4
3289,90,4
3290,90,4
3291,80,3
3292,80,3
3293,80,3
3294,80,3
3295,80,3
3296,80,3
3297,80,3
3298,80,3
3299,80,3
3300,80,3
3301,80,3
3302,80,3
3303,80,3
3304,80,3
3305,80,3
3306,80,3
3307,80,3
3308,80,3
3309,80,3
3310,70,2
3311,70,2
3312,70,2
3313,70,2
3314,70,2
3315,70,2
3316,70,2
3317,70,2
3318,70,2
3319,70,2
3320,70,2
3321,70,2
3322,70,2
3323,70,2
3324,70,2
3325,70,2
3326,70,2
3327,70,2
3328,70,2
3329,70,2
3330,65,4
3331,65,4
3332,65,4
3333,65,4
3334,65,4
3335,65,4
3336,65,4
3337,65,4
3338,65,4
3339,65,4
3340,65,4
3341,65,4
3342,65,4
3343,65,4
3344,65,4
3345,65,4
3346,65,4
3347,65,4
3348,65,4
3349,40,4
3350,40,4
3351,40,4
3352,40,4
3353,40,4
3354,40,4
3355,40,4
3356,40,4
3357,40,4
3358,40,4
3359,40,4
3360,40,4
3361,40,4
3362,40,4
3363,40,4
3364,40,4
3365,40,4
3366,40,4
3367,40,4
3368,40,4
3369,40,4
3370,40,4
3371,40,4
3372,40,4
3373,40,4
3374,40,4
3375,40,4
3376,40,4
3377,40,4
3378,40,4
3379,40,4
3380,40,4
3381,40,4
3382,40,4
3383,40,4
3384,40,4
3385,40,4
3386,40,4
3387,40,4
3388,40,4
3389,65,4
3390,65,4
3391,65,4
3392,65,4
3393,65,4
3394,65,4
3395,65,4
3396,65,4
3397,65,4
3398,65,4
3399,65,4
3400,65,4
3401,65,4
3402,65,4
3403,65,4
3404,65,4
3405,65,4
3406,65,4
3407,65,4
3408,65,4
3409,40,4
3410,40,4
3411,40,4
3412,40,4
3413,40,4
3414,40,4
3415,40,4
3416,40,4
3417,40,4
3418,40,4
3419,40,4
3420,40,4
3421,40,4
3422,40,4
3423,40,4
3424,40,4
3425,40,4
3426,40,4
3427,40,4
3428,65,4
3429,65,4
3430,65,4
3431,65,4
3432,65,4
3433,65,4
3434,65,4
3435,65,4
3436,65,4
3437,65,4
3438,65,4
3439,65,4
3440,65,4
3441,65,4
3442,65,4
3443,65,4
3444,65,4
3445,65,4
3446,65,4
3447,65,4
3448,90,4
3449,90,4
3450,90,4
3451,90,4
3452,90,4
3453,90,4
3454,90,4
3455,90,4
3456,90,4
3457,90,4
3458,90,4
3459,90,4
3460,90,4
3461,90,4
3462,90,4
3463,90,4
3464,90,4
3465,90,4
3466,90,4
3467,90,4
3468,65,4
3469,65,4
3470,65,4
3471,65,4
3472,65,4
3473,65,4
3474,65,4
3475,65,4
3476,65,4
3477,65,4
3478,65,4
3479,65,4
3480,65,4
3481,65,4
3482,65,4
3483,65,4
3484,65,4
3485,65,4
3486,65,4
3487,40,4
3488,40,4
3489,40,4
3490,40,4
3491,40,4
3492,40,4
3493,40,4
3494,40,4
3495,40,4
3496,40,4
3497,40,4
3498,40,4
3499,40,4
3500,40,4
3501,40,4
3502,40,4
3503,40,4
3504,40,4
3505,40,4
3506,40,4
3507,40,4
3508,40,4
3509,40,4
3510,40,4
3511,40,4
3512,40,4
3513,40,4
3514,40,4
3515,40,4
3516,40,4
3517,40,4
3518,40,4
3519,40,4
3520,40,4
3521,40,4
3522,40,4
3523,40,4
3524,40,4
3525,40,4
3526,40,4
3527,65,4
3528,65,4
3529,65,4
3530,65,4
3531,65,4
3532,65,4
3533,65,4
3534,65,4
3535,65,4
3536,65,4
3537,65,4
3538,65,4
3539,65,4
3540,65,4
3541,65,4
3542,65,4
3543,65,4
3544,65,4
3545,65,4
3546,70,2
3547,70,2
3548,70,2
3549,70,2
3550,70,2
3551,70,2
3552,70,2
3553,70,2
3554,70,2
3555,70,2
3556,70,2
3557,70,2
3558,70,2
3559,70,2
3560,70,2
3561,70,2
3562,70,2
3563,70,2
3564,70,2
3565,90,4
3566,65,4
3567,65,4
3568,65,4
3569,65,4
3570,65,4
3571,65,4
3572,65,4
3573,65,4
3574,65,4
3575,65,4
3576,65,4
3577,65,4
3578,65,4
3579,65,4
3580,65,4
3581,65,4
3582,65,4
3583,65,4
3584,65,4
3585,90,4
3586,90,4
3587,90,4
3588,90,4
3589,90,4
3590,90,4
3591,90,4
3592,90,4
3593,90,4
3594,90,4
3595,90,4
3596,90,4
3597,90,4
3598,90,4
3599,90,4
3600,90,4
3601,90,4
3602,90,4
3603,90,4
3604,90,4
3605,65,4
3606,65,4
3607,65,4
3608,65,4
3609,65,4
3610,65,4
3611,65,4
3612,65,4
3613,65,4
3614,65,4
3615,65,4
3616,65,4
3617,65,4
3618,65,4
3619,65,4
3620,65,4
3621,65,4
3622,65,4
3623,65,4
3624,65,4
3625,40,4
3626,40,4
3627,40,4
3628,40,4
3629,40,4
3630,40,4
3631,40,4
3632,40,4
3633,40,4
3634,40,4
3635,40,4
3636,40,4
3637,40,4
3638,40,4
3639,40,4
3640,40,4
3641,40,4
3642,40,4
3643,40,4
3644,90,4
3645,90,4
3646,90,4
3647,90,4
3648,90,4
3649,90,4
3650,90,4
3651,90,4
3652,90,4
3653,90,4
3654,90,4
3655,90,4
3656,90,4
3657,90,4
3658,90,4
3659,90,4
3660,90,4
3661,90,4
3662,90,4
3663,90,4
3664,65,4
3665,65,4
3666,65,4
3667,65,4
3668,65,4
3669,65,4
3670,65,4
3671,65,4
3672,65,4
3673,65,4
3674,65,4
3675,65,4
3676,65,4
3677,65,4
3678,65,4
3679,65,4
3680,65,4
3681,65,4
3682,65,4
3683,65,4
3684,90,4
3685,90,4
3686,90,4
3687,90,4
3688,90,4
3689,90,4
3690,90,4
3691,90,4
3692,90,4
3693,90,4
3694,90,4
3695,90,4
3696,90,4
3697,90,4
3698,90,4
3699,90,4
3700,90,4
3701,90,4
3702,90,4
3703,65,4
3704,40,4
3705,40,4
3706,40,4
3707,40,4
3708,40,4
3709,40,4
3710,40,4
3711,40,4
3712,40,4
3713,40,4
3714,40,4
3715,40,4
3716,40,4
3717,40,4
3718,40,4
3719,40,4
3720,40,4
3721,40,4
3722,40,4
3723,40,4
3724,40,4
3725,40,4
3726,40,4
3727,40,4
3728,40,4
3729,40,4
3730,40,4
3731,40,4
3732,40,4
3733,40,4
3734,40,4
3735,40,4
3736,40,4
3737,40,4
3738,40,4
3739,40,4
3740,40,4
3741,40,4
3742,40,4
3743,90,4
3744,90,4
3745,90,4
3746,90,4
3747,90,4
3748,90,4
3749,90,4
3750,90,4
3751,90,4
3752,90,4
3753,90,4
3754,90,4
3755,90,4
3756,90,4
3757,90,4
3758,90,4
3759,90,4
3760,90,4
3761,90,4
3762,90,4
3763,65,4
3764,65,4
3765,65,4
3766,65,4
3767,65,4
3768,65,4
3769,65,4
3770,65,4
3771,65,4
3772,65,4
3773,65,4
3774,65,4
3775,65,4
3776,65,4
3777,65,4
3778,65,4
3779,65,4
3780,65,4
3781,65,4
3782,40,4
3783,40,4
3784,40,4
3785,40,4
3786,40,4
3787,40,4
3788,40,4
3789,40,4
3790,40,4
3791,40,4
3792,40,4
3793,40,4
3794,40,4
3795,40,4
3796,40,4
3797,40,4
3798,40,4
3799,40,4
3800,40,4
3801,40,4
3802,90,4
3803,90,4
3804,90,4
3805,90,4
3806,90,4
3807,90,4
3808,90,4
3809,90,4
3810,90,4
3811,90,4
3812,90,4
3813,90,4
3814,90,4
3815,90,4
3816,90,4
3817,90,4
3818,90,4
3819,90,4
3820,90,4
3821,90,4
3822,65,4
3823,65,4
3824,65,4
3825,65,4
3826,65,4
3827,65,4
3828,65,4
3829,65,4
3830,65,4
3831,65,4
3832,65,4
3833,65,4
3834,65,4
3835,65,4
3836,65,4
3837,65,4
3838,65,4
3839,65,4
3840,65,4
3841,90,4
3842,65,4
3843,65,4
3844,65,4
3845,65,4
3846,65,4
3847,65,4
3848,65,4
3849,65,4
3850,65,4
3851,65,4
3852,65,4
3853,65,4
3854,65,4
3855,65,4
3856,65,4
3857,65,4
3858,65,4
3859,65,4
3860,65,4
3861,40,4
3862,65,4
3863,65,4
3864,65,4
3865,65,4
3866,65,4
3867,65,4
3868,65,4
3869,65,4
3870,65,4
3871,65,4
3872,65,4
3873,65,4
3874,65,4
3875,65,4
3876,65,4
3877,65,4
3878,65,4
3879,65,4
3880,65,4
3881,90,4
3882,90,4
3883,90,4
3884,90,4
3885,90,4
3886,90,4
3887,90,4
3888,90,4
3889,90,4
3890,90,4
3891,90,4
3892,90,4
3893,90,4
3894,90,4
3895,90,4
3896,90,4
3897,90,4
3898,90,4
3899,90,4
3900,90,4
3901,65,4
3902,65,4
3903,65,4
3904,65,4
3905,65,4
3906,65,4
3907,65,4
3908,65,4
3909,65,4
3910,65,4
3911,65,4
3912,65,4
3913,65,4
3914,65,4
3915,65,4
3916,65,4
3917,65,4
3918,65,4
3919,65,4
3920,65,4
3921,40,4
3922,40,4
3923,40,4
3924,40,4
3925,40,4
3926,40,4
3927,40,4
3928,40,4
3929,40,4
3930,40,4
3931,40,4
3932,40,4
3933,40,4
3934,40,4
3935,40,4
3936,40,4
3937,40,4
3938,40,4
3939,40,4
3940,40,4
3941,40,4
3942,40,4
3943,40,4
3944,40,4
3945,40,4
3946,40,4
3947,40,4
3948,40,4
3949,40,4
3950,40,4
3951,40,4
3952,40,4
3953,40,4
3954,40,4
3955,40,4
3956,40,4
3957,40,4
3958,40,4
3959,40,4
3960,40,4
3961,40,4
3962,40,4
3963,40,4
3964,40,4
3965,40,4
3966,40,4
3967,40,4
3968,40,4
3969,40,4
3970,40,4
3971,40,4
3972,40,4
3973,40,4
3974,40,4
3975,40,4
3976,40,4
3977,40,4
3978,40,4
3979,40,4
3980,40,4
3981,40,4
3982,40,4
3983,40,4
3984,40,4
3985,40,4
3986,40,4
3987,40,4
3988,40,4
3989,40,4
3990,40,4
3991,40,4
3992,40,4
3993,40,4
3994,40,4
3995,40,4
3996,40,4
3997,40,4
3998,40,4
3999,65,4
4000,90,4
4001,90,4
4002,90,4
4003,90,4
4004,90,4
4005,90,4
4006,90,4
4007,90,4
4008,90,4
4009,90,4
4010,90,4
4011,90,4
4012,90,4
4013,90,4
4014,90,4
4015,90,4
4016,90,4
4017,90,4
4018,90,4
4019,65,4
4020,65,4
4021,65,4
4022,65,4
4023,65,4
4024,65,4
4025,65,4
4026,65,4
4027,65,4
4028,65,4
4029,65,4
4030,65,4
4031,65,4
4032,65,4
4033,65,4
4034,65,4
4035,65,4
4036,65,4
4037,65,4
4038,65,4
4039,65,4
4040,65,4
4041,65,4
4042,65,4
4043,65,4
4044,65,4
4045,65,4
4046,65,4
4047,65,4
4048,65,4
4049,65,4
4050,65,4
4051,65,4
4052,65,4
4053,65,4
4054,65,4
4055,65,4
4056,65,4
4057,65,4
4058,90,4
4059,90,4
4060,90,4
4061,90,4
4062,90,4
4063,90,4
4064,90,4
4065,90,4
4066,90,4
4067,90,4
4068,90,4
4069,90,4
4070,90,4
4071,90,4
4072,90,4
4073,90,4
4074,90,4
4075,90,4
4076,90,4
4077,90,4
4078,90,4
4079,90,4
4080,90,4
4081,90,4
4082,90,4
4083,90,4
4084,90,4
4085,90,4
4086,90,4
4087,90,4
4088,90,4
4089,90,4
4090,90,4
4091,90,4
4092,90,4
4093,90,4
4094,90,4
4095,90,4
4096,90,4
4097,65,4
4098,90,4
4099,90,4
4100,90,4
4101,90,4
4102,90,4
4103,90,4
4104,90,4
4105,90,4
4106,90,4
4107,90,4
4108,90,4
4109,90,4
4110,90,4
4111,90,4
4112,90,4
4113,90,4
4114,90,4
4115,90,4
4116,90,4
4117,90,4
4118,90,4
4119,90,4
4120,90,4
4121,90,4
4122,90,4
4123,90,4
4124,90,4
4125,90,4
4126,90,4
4127,90,4
4128,90,4
4129,90,4
4130,90,4
